"Region","RegionName","State","ForecastYoYPctChange","MSAName","CountyName","CityName"
"City","Hampton","VA",1.32059272297434,"Virginia Beach, VA","Hampton City","Hampton"
"City","Hanna City","IL",2.92767452515935,"Peoria, IL","Peoria","Hanna City"
"City","Hanover","MD",1.23463186677642,"Baltimore, MD","Anne Arundel","Hanover"
"City","Hartford","CT",1.17667292424318,"Hartford, CT","Hartford","Hartford"
"City","Harwood","MD",1.92541293993953,"Baltimore, MD","Anne Arundel","Harwood"
"City","Harwood Heights","IL",1.9977520096971,"Chicago, IL","Cook","Harwood Heights"
"City","Haworth","NJ",2.49243763561442,"New York, NJ","Bergen","Haworth"
"City","Haymarket","VA",0.425450262014994,"Washington, VA","Prince William","Haymarket"
"City","Heidelberg","PA",2.75147650895544,"Pittsburgh, PA","Allegheny","Heidelberg"
"City","Herald","CA",5.48852547511777,"Sacramento, CA","Sacramento","Herald"
"City","Hermantown","MN",2.96142910636128,"Duluth, MN","Saint Louis","Hermantown"
"City","Herricks","NY",3.52583736172529,"New York, NY","Nassau","Herricks"
"City","Herriman","UT",2.68570847325009,"Salt Lake City, UT","Salt Lake","Herriman"
"City","Herscher","IL",3.05091868476897,"Kankakee, IL","Kankakee","Herscher"
"City","Hiddenite","NC",2.37288907534365,"Hickory, NC","Alexander","Hiddenite"
"City","Highland Beach","FL",-0.0469460677371216,"Miami-Fort Lauderdale, FL","Palm Beach","Highland Beach"
"City","Hillsdale","NJ",2.60127447261967,"New York, NJ","Bergen","Hillsdale"
"City","Hollis","NH",4.82295578568781,"Manchester, NH","Hillsborough","Hollis"
"City","Holt","MO",3.33292511536398,"Kansas City, MO","Clay","Holt"
"City","Homer","MI",3.66163576156231,"Battle Creek, MI","Calhoun","Homer"
"City","Homestead","FL",1.60188838961355,"Miami-Fort Lauderdale, FL","Miami-Dade","Homestead"
"City","Horse Shoe","NC",1.92310348380824,"Asheville, NC","Henderson","Horse Shoe"
"City","Howell","NJ",2.94138310009107,"New York, NJ","Monmouth","Howell"
"City","Howey in the Hills","FL",2.80545935114227,"Orlando, FL","Lake","Howey in the Hills"
"City","Hughesville","PA",4.60517185940998,"Williamsport, PA","Lycoming","Hughesville"
"City","Hummelstown","PA",2.08439514142134,"Harrisburg, PA","Dauphin","Hummelstown"
"City","Huntersville","NC",2.75036846805094,"Charlotte, NC","Mecklenburg","Huntersville"
"City","Huntington Woods","MI",0.923735082341397,"Detroit, MI","Oakland","Huntington Woods"
"City","Huntsburg","OH",1.89341816724076,"Cleveland, OH","Geauga","Huntsburg"
"City","Hutchins","TX",3.4499342369706,"Dallas-Fort Worth, TX","Dallas","Hutchins"
"City","Imperial Beach","CA",2.09030722532267,"San Diego, CA","San Diego","Imperial Beach"
"City","Incline Village","NV",2.04784629594021,"Reno, NV","Washoe","Incline Village"
"City","Indian Rocks Beach","FL",3.0849137271341,"Tampa, FL","Pinellas","Indian Rocks Beach"
"City","Industry","PA",1.93732814088325,"Pittsburgh, PA","Beaver","Industry"
"City","Ingram","PA",2.8755206062945,"Pittsburgh, PA","Allegheny","Ingram"
"City","Issaquah","WA",5.45390326572835,"Seattle, WA","King","Issaquah"
"City","Jackson","LA",2.28461225380365,"Baton Rouge, LA","East Feliciana","Jackson"
"City","Jamesburg","NJ",4.21488804124653,"New York, NJ","Middlesex","Jamesburg"
"City","Jeannette","PA",3.64098229408836,"Pittsburgh, PA","Westmoreland","Jeannette"
"City","Jefferson","NY",2.89126675101237,"Albany, NY","Schoharie","Jefferson"
"City","Jeffersonville","IN",2.50862676727202,"Louisville/Jefferson County, IN","Clark","Jeffersonville"
"City","Jellico","TN",5.37196710851395,"Knoxville, TN","Campbell","Jellico"
"City","Jenison","MI",2.71912783360874,"Grand Rapids, MI","Ottawa","Jenison"
"City","Jericho","NY",4.4345973293987,"New York, NY","Nassau","Jericho"
"City","Kahuku","HI",3.05139444355517,"Urban Honolulu, HI","Honolulu","Kahuku"
"City","Kearny","AZ",0.994024015524027,"Phoenix, AZ","Pinal","Kearny"
"City","Kearny","NJ",3.81672246223953,"New York, NJ","Hudson","Kearny"
"City","Kellyville","OK",3.28619533814219,"Tulsa, OK","Creek","Kellyville"
"City","Kennett Square","PA",2.2867446795098,"Philadelphia, PA","Chester","Kennett Square"
"City","Kent","OH",2.26787347824647,"Akron, OH","Portage","Kent"
"City","Kent","WA",4.90245034237435,"Seattle, WA","King","Kent"
"City","Kenwood","OH",2.09447827710635,"Cincinnati, OH","Hamilton","Kenwood"
"City","Kettering","MD",4.69561460518614,"Washington, MD","Prince Georges","Kettering"
"City","Kettering","OH",2.29012946110653,"Dayton, OH","Montgomery","Kettering"
"City","Key Biscayne","FL",-2.92356824739538,"Miami-Fort Lauderdale, FL","Miami-Dade","Key Biscayne"
"City","Keyport","NJ",2.9217031977003,"New York, NJ","Monmouth","Keyport"
"City","Kildeer","IL",1.63170710882043,"Chicago, IL","Lake","Kildeer"
"City","Killeen","TX",3.4900073227701,"Killeen, TX","Bell","Killeen"
"City","King City","CA",3.15633475587989,"Salinas, CA","Monterey","King City"
"City","King City","OR",3.02422168843142,"Portland, OR","Washington","King City"
"City","Kings Beach","CA",4.84598625994241,"Sacramento, CA","Placer","Kings Beach"
"City","Kingston","NH",3.10026023245394,"Boston, NH","Rockingham","Kingston"
"City","Kingston","NY",2.28922181107708,"Kingston, NY","Ulster","Kingston"
"City","Kingston","TN",3.16785823184534,"Knoxville, TN","Roane","Kingston"
"City","Kirkland","IL",2.56749464484164,"Chicago, IL","DeKalb","Kirkland"
"City","Knotts Island","NC",1.1894013668458,"Virginia Beach, NC","Currituck","Knotts Island"
"City","La Mirada","CA",0.894103002043448,"Los Angeles-Long Beach-Anaheim, CA","Los Angeles","La Mirada"
"City","Lacey","WA",4.10294629697803,"Olympia, WA","Thurston","Lacey"
"City","Lady Lake","FL",2.09784835256433,"Orlando, FL","Lake","Lady Lake"
"City","Lake Arrowhead","CA",5.09608882158096,"Riverside, CA","San Bernardino","Lake Arrowhead"
"City","Lake Barrington","IL",1.65077947212424,"Chicago, IL","Lake","Lake Barrington"
"City","Lake Elmo","MN",2.00336549426033,"Minneapolis-St Paul, MN","Washington","Lake Elmo"
"City","Lake Grove","NY",4.9908672142199,"New York, NY","Suffolk","Lake Grove"
"City","Lake in the Hills","IL",2.68594755163117,"Chicago, IL","McHenry","Lake in the Hills"
"City","Lake Katrine","NY",2.05713273050267,"Kingston, NY","Ulster","Lake Katrine"
"City","Lake Oswego","OR",2.44583505749875,"Portland, OR","Clackamas","Lake Oswego"
"City","Lake Villa","IL",0.704551618169002,"Chicago, IL","Lake","Lake Villa"
"City","Lakewood","CO",3.26413692312155,"Denver, CO","Jefferson","Lakewood"
"City","Lamar","MS",3.7629301650091,"Memphis, MS","Marshall","Lamar"
"City","Lambertville","NJ",1.29847637586482,"New York, NJ","Hunterdon","Lambertville"
"City","Lancaster","CA",2.19932721861053,"Los Angeles-Long Beach-Anaheim, CA","Los Angeles","Lancaster"
"City","Langley Park","MD",8.25368698354916,"Washington, MD","Prince Georges","Langley Park"
"City","Lapel","IN",-0.746927702663208,"Indianapolis, IN","Madison","Lapel"
"City","Larsen","WI",3.82749880770813,"Oshkosh, WI","Winnebago","Larsen"
"City","Laurel Springs","NJ",4.02999673712314,"Philadelphia, NJ","Camden","Laurel Springs"
"City","Lawrenceville","GA",3.24311177379336,"Atlanta, GA","Gwinnett","Lawrenceville"
"City","Lawrenceville","NJ",1.67122170796503,"Trenton, NJ","Mercer","Lawrenceville"
"City","Leavenworth","WA",4.17952377246582,"Wenatchee, WA","Chelan","Leavenworth"
"City","Lebanon","OH",3.11511094494742,"Cincinnati, OH","Warren","Lebanon"
"City","Lehigh Acres","FL",3.56732614955016,"Fort Myers, FL","Lee","Lehigh Acres"
"City","Leicester","NC",1.82976686034444,"Asheville, NC","Buncombe","Leicester"
"City","Leisure City","FL",2.58864799572232,"Miami-Fort Lauderdale, FL","Miami-Dade","Leisure City"
"City","Leon Valley","TX",3.09911482174231,"San Antonio, TX","Bexar","Leon Valley"
"City","Lexington","NC",3.69932587268194,"Winston-Salem, NC","Davidson","Lexington"
"City","Liberty","MO",2.88641846123701,"Kansas City, MO","Clay","Liberty"
"City","Lincoln","AR",2.66903094509969,"Fayetteville, AR","Washington","Lincoln"
"City","Long Lake","IL",1.67860343311208,"Chicago, IL","Lake","Long Lake"
"City","Loomis","CA",4.39203002569164,"Sacramento, CA","Placer","Loomis"
"City","Lordstown","OH",1.60393333778924,"Youngstown, OH","Trumbull","Lordstown"
"City","Loveland","OH",2.08050552323691,"Cincinnati, OH","Clermont","Loveland"
"City","Lower Paxton","PA",2.05582528058159,"Harrisburg, PA","Dauphin","Lower Paxton"
"City","Lucerne Valley","CA",4.01243059840189,"Riverside, CA","San Bernardino","Lucerne Valley"
"City","Ludlow","MA",3.59285038933046,"Springfield, MA","Hampden","Ludlow"
"City","Macedonia","OH",2.26267165005029,"Akron, OH","Summit","Macedonia"
"City","Madison","MS",2.8754153266558,"Jackson, MS","Madison","Madison"
"City","Madison Lake","MN",2.86075257218965,"Mankato, MN","Blue Earth","Madison Lake"
"City","Malone","WI",3.36574031933723,"Fond du Lac, WI","Fond du Lac","Malone"
"City","Manchester","MA",3.27359445995834,"Boston, MA","Essex","Manchester"
"City","Manchester","NH",4.75704122715408,"Manchester, NH","Hillsborough","Manchester"
"City","Manchester","NJ",3.82281372792124,"New York, NJ","Ocean","Manchester"
"City","Manor","TX",3.4419699339969,"Austin, TX","Travis","Manor"
"City","Mansfield","MA",3.65949885855358,"Providence, MA","Bristol","Mansfield"
"City","Manteno","IL",2.73034506591592,"Kankakee, IL","Kankakee","Manteno"
"City","Maplewood","MO",1.49532819032425,"St. Louis, MO","Saint Louis","Maplewood"
"City","Marblehead","MA",2.28352272749152,"Boston, MA","Essex","Marblehead"
"City","Marbury","AL",1.98592512315071,"Montgomery, AL","Autauga","Marbury"
"City","Marco Island","FL",-0.100506360656228,"Naples, FL","Collier","Marco Island"
"City","Marquette Heights","IL",3.26667755311028,"Peoria, IL","Tazewell","Marquette Heights"
"City","Marysville","MI",2.78041654323163,"Detroit, MI","Saint Clair","Marysville"
"City","Mason","OH",2.41114539322953,"Cincinnati, OH","Warren","Mason"
"City","Massapequa Park","NY",3.39150193084474,"New York, NY","Nassau","Massapequa Park"
"City","Matawan","NJ",2.27014896642557,"New York, NJ","Monmouth","Matawan"
"City","Mayer","MN",3.24118263531745,"Minneapolis-St Paul, MN","Carver","Mayer"
"City","Mayfield Heights","OH",1.61069937003571,"Cleveland, OH","Cuyahoga","Mayfield Heights"
"City","Mc David","FL",2.20284012817134,"Pensacola, FL","Escambia","Mc David"
"City","McKeesport","PA",2.18233405693207,"Pittsburgh, PA","Allegheny","McKeesport"
"City","Medford","OR",4.4089279447469,"Medford, OR","Jackson","Medford"
"City","Medina","MN",3.13675707571409,"Minneapolis-St Paul, MN","Hennepin","Medina"
"City","Melvindale","MI",3.35599867118305,"Detroit, MI","Wayne","Melvindale"
"City","Mendota Heights","MN",3.77765713081953,"Minneapolis-St Paul, MN","Dakota","Mendota Heights"
"City","Mesa","WA",6.40567917817838,"Kennewick, WA","Franklin","Mesa"
"City","Miami Beach","FL",-1.0780040869843,"Miami-Fort Lauderdale, FL","Miami-Dade","Miami Beach"
"City","Miami Lakes","FL",-0.172866023695158,"Miami-Fort Lauderdale, FL","Miami-Dade","Miami Lakes"
"City","Middleton","MA",3.61923528678103,"Boston, MA","Essex","Middleton"
"City","Middletown","NY",2.14998817461806,"New York, NY","Orange","Middletown"
"City","Middletown","VA",3.42909861238776,"Winchester, VA","Frederick","Middletown"
"City","Miller Place","NY",3.63754626662755,"New York, NY","Suffolk","Miller Place"
"City","Millington","TN",4.83475303943143,"Memphis, TN","Shelby","Millington"
"City","Milltown","NJ",3.88173966565806,"New York, NJ","Middlesex","Milltown"
"City","Milton","FL",2.07972224471928,"Pensacola, FL","Santa Rosa","Milton"
"City","Milwaukee","WI",2.36749957785542,"Milwaukee, WI","Milwaukee","Milwaukee"
"City","Mineral Springs","NC",3.33067156600648,"Charlotte, NC","Union","Mineral Springs"
"City","Minier","IL",5.63030259909847,"Peoria, IL","Tazewell","Minier"
"City","Minneapolis","MN",3.53478909883142,"Minneapolis-St Paul, MN","Hennepin","Minneapolis"
"City","Minnetrista","MN",4.00940051428282,"Minneapolis-St Paul, MN","Hennepin","Minnetrista"
"City","Mira Loma","CA",4.01464760135506,"Riverside, CA","Riverside","Mira Loma"
"City","Molalla","OR",3.28414031148838,"Portland, OR","Clackamas","Molalla"
"City","Monessen","PA",1.96869118812535,"Pittsburgh, PA","Westmoreland","Monessen"
"City","Monroe","OH",2.60051394170348,"Cincinnati, OH","Butler","Monroe"
"City","Monroe","OR",3.67190574975721,"Corvallis, OR","Benton","Monroe"
"City","Monterey Park","CA",1.05845105795458,"Los Angeles-Long Beach-Anaheim, CA","Los Angeles","Monterey Park"
"City","Monument","CO",3.09794787794202,"Colorado Springs, CO","El Paso","Monument"
"City","Morgan Hill","CA",1.00288939398704,"San Jose, CA","Santa Clara","Morgan Hill"
"City","Morrisville","NC",4.36606477041651,"Raleigh, NC","Wake","Morrisville"
"City","Morton Grove","IL",2.54444878341871,"Chicago, IL","Cook","Morton Grove"
"City","Mount Arlington","NJ",3.31263767960858,"New York, NJ","Morris","Mount Arlington"
"City","Mount Dora","FL",3.54921236712328,"Orlando, FL","Lake","Mount Dora"
"City","Mount Ephraim","NJ",2.90666237411956,"Philadelphia, NJ","Camden","Mount Ephraim"
"City","Mount Joy","PA",2.42449620465241,"Lancaster, PA","Lancaster","Mount Joy"
"City","Mount Sterling","OH",3.28524433407691,"Columbus, OH","Madison","Mount Sterling"
"City","Mount Vernon","AR",2.94521005870352,"Little Rock, AR","Faulkner","Mount Vernon"
"City","Mountain View","NC",2.2890678490634,"Hickory, NC","Catawba","Mountain View"
"City","Murray","UT",3.46702178894069,"Salt Lake City, UT","Salt Lake","Murray"
"City","Murrieta","CA",3.55430477400658,"Riverside, CA","Riverside","Murrieta"
"City","Napa","CA",1.09904802339391,"Napa, CA","Napa","Napa"
"City","Nashville","TN",3.66095177980474,"Nashville, TN","Davidson","Nashville"
"City","Natick","MA",2.97574771881503,"Boston, MA","Middlesex","Natick"
"City","Nauvoo","AL",1.32597451925496,"Birmingham, AL","Walker","Nauvoo"
"City","Nazareth","PA",3.93431312386836,"Allentown, PA","Northampton","Nazareth"
"City","Nether Providence","PA",2.17978299190226,"Philadelphia, PA","Delaware","Nether Providence"
"City","New Albany","IN",2.13574429329873,"Louisville/Jefferson County, IN","Floyd","New Albany"
"City","New Baltimore","MI",2.47383032473864,"Detroit, MI","Macomb","New Baltimore"
"City","New Carrollton","MD",2.24643059381771,"Washington, MD","Prince Georges","New Carrollton"
"City","New Freedom","PA",2.42420043291879,"York, PA","York","New Freedom"
"City","New Haven","CT",1.88440947634763,"New Haven, CT","New Haven","New Haven"
"City","New Market","AL",2.44573605907609,"Huntsville, AL","Madison","New Market"
"City","New Port Richey","FL",4.05467877136904,"Tampa, FL","Pasco","New Port Richey"
"City","New Smyrna Beach","FL",3.20078748868239,"Daytona Beach, FL","Volusia","New Smyrna Beach"
"City","New York","NY",5.03651481074664,"New York, NY","Queens","New York"
"City","Newark","DE",1.47350223406617,"Philadelphia, DE","New Castle","Newark"
"City","Newburg","MD",1.03534312386777,"Washington, MD","Charles","Newburg"
"City","Newbury","MA",3.02056444306581,"Boston, MA","Essex","Newbury"
"City","Newfields","NH",2.87536929058587,"Boston, NH","Rockingham","Newfields"
"City","Newton Falls","OH",1.82837116832503,"Youngstown, OH","Trumbull","Newton Falls"
"City","Niantic","CT",2.37841347791287,"New London, CT","New London","Niantic"
"City","Norfolk","VA",0.945867135930065,"Virginia Beach, VA","Norfolk City","Norfolk"
"City","North Barrington","IL",1.42706085416737,"Chicago, IL","Lake","North Barrington"
"City","North Decatur","GA",4.42952606010197,"Atlanta, GA","Dekalb","North Decatur"
"City","North Falmouth","MA",2.43600946710467,"Cape Cod, MA","Barnstable","North Falmouth"
"City","North Miami","FL",1.59166749491619,"Miami-Fort Lauderdale, FL","Miami-Dade","North Miami"
"City","North Salem","IN",2.48231906677079,"Indianapolis, IN","Hendricks","North Salem"
"City","North Wales","PA",1.69066500615791,"Philadelphia, PA","Montgomery","North Wales"
"City","Northville Township","MI",2.41346215985782,"Detroit, MI","Wayne","Northville Township"
"City","Northwood","NH",3.08407912307574,"Boston, NH","Rockingham","Northwood"
"City","Norton","OH",2.15419029506149,"Akron, OH","Summit","Norton"
"City","Norwood","MA",2.79026606193502,"Boston, MA","Norfolk","Norwood"
"City","Oak Lawn","IL",3.30874226618921,"Chicago, IL","Cook","Oak Lawn"
"City","Oak Park","IL",1.85445087946328,"Chicago, IL","Cook","Oak Park"
"City","Oakton","VA",0.752450615428146,"Washington, VA","Fairfax","Oakton"
"City","Oakwood","GA",3.60506115153597,"Gainesville, GA","Hall","Oakwood"
"City","Oakwood","OH",2.04980493315596,"Dayton, OH","Montgomery","Oakwood"
"City","Oceanside","CA",1.11290329756995,"San Diego, CA","San Diego","Oceanside"
"City","Ogden","IL",1.75907867343057,"Champaign-Urbana, IL","Champaign","Ogden"
"City","Okemos","MI",3.50272415419591,"Lansing, MI","Ingham","Okemos"
"City","Old Monroe","MO",1.38897134164363,"St. Louis, MO","Lincoln","Old Monroe"
"City","Olmos Park","TX",2.54217356220427,"San Antonio, TX","Bexar","Olmos Park"
"City","Olney","MD",1.30635662740774,"Washington, MD","Montgomery","Olney"
"City","Olyphant","PA",2.33683044745219,"Scranton, PA","Lackawanna","Olyphant"
"City","Orange City","FL",5.63149221488693,"Daytona Beach, FL","Volusia","Orange City"
"City","Orange Park","FL",2.79050731348804,"Jacksonville, FL","Clay","Orange Park"
"City","Oviedo","FL",3.34610121256432,"Orlando, FL","Seminole","Oviedo"
"City","Palm Beach Shores","FL",0.175346461649779,"Miami-Fort Lauderdale, FL","Palm Beach","Palm Beach Shores"
"City","Palmyra","IL",0.0755186556464438,"St. Louis, IL","Macoupin","Palmyra"
"City","Palos Heights","IL",1.59913064131358,"Chicago, IL","Cook","Palos Heights"
"City","Panama City Beach","FL",-0.402994494716258,"Panama City, FL","Bay","Panama City Beach"
"City","Paramount","CA",1.66625959438523,"Los Angeles-Long Beach-Anaheim, CA","Los Angeles","Paramount"
"City","Parrish","AL",2.57403276730052,"Birmingham, AL","Walker","Parrish"
"City","Pawtucket","RI",4.67613272047972,"Providence, RI","Providence","Pawtucket"
"City","Peculiar","MO",2.91476638635043,"Kansas City, MO","Cass","Peculiar"
"City","Pekin","IL",2.66356248494866,"Peoria, IL","Tazewell","Pekin"
"City","Pennington","NJ",2.00534046981697,"Trenton, NJ","Mercer","Pennington"
"City","Pennsauken","NJ",3.37169257161775,"Philadelphia, NJ","Camden","Pennsauken"
"City","Pequannock","NJ",2.38985181253281,"New York, NJ","Morris","Pequannock"
"City","Phelan","CA",4.28621905817357,"Riverside, CA","San Bernardino","Phelan"
"City","Piedmont","CA",0.269693019595983,"San Francisco, CA","Alameda","Piedmont"
"City","Pilesgrove","NJ",2.10564305313585,"Philadelphia, NJ","Salem","Pilesgrove"
"City","Pine Hills","FL",5.98105451326259,"Orlando, FL","Orange","Pine Hills"
"City","Pittston Township","PA",2.01834506381005,"Scranton, PA","Luzerne","Pittston Township"
"City","Plainview","NY",2.67039259363096,"New York, NY","Nassau","Plainview"
"City","Plano","IL",2.45266479017363,"Chicago, IL","Kendall","Plano"
"City","Pleasant Shade","TN",4.30919781439754,"Nashville, TN","Smith","Pleasant Shade"
"City","Pleasantville","NY",3.28103448751766,"New York, NY","Westchester","Pleasantville"
"City","Pontiac","MI",2.2314898764634,"Detroit, MI","Oakland","Pontiac"
"City","Port Deposit","MD",2.06819136299474,"Philadelphia, MD","Cecil","Port Deposit"
"City","Posey","CA",2.85594813073368,"Visalia, CA","Tulare","Posey"
"City","Princeton","NC",4.25846510184569,"Raleigh, NC","Johnston","Princeton"
"City","Providence Forge","VA",2.86753112427398,"Richmond, VA","New Kent","Providence Forge"
"City","Purcellville","VA",1.25427266441951,"Washington, VA","Loudoun","Purcellville"
"City","Puyallup","WA",4.51405604543994,"Seattle, WA","Pierce","Puyallup"
"City","Quarryville","PA",1.63642964500879,"Lancaster, PA","Lancaster","Quarryville"
"City","Queen Anne","MD",1.22376392782902,"Baltimore, MD","Queen Annes","Queen Anne"
"City","Quincy","MA",2.92198591350446,"Boston, MA","Norfolk","Quincy"
"City","Ramsey","NJ",2.31711403706741,"New York, NJ","Bergen","Ramsey"
"City","Ravensdale","WA",4.73291672601262,"Seattle, WA","King","Ravensdale"
"City","Reading","MA",3.00735396981731,"Boston, MA","Middlesex","Reading"
"City","Reading","PA",2.90487067704663,"Reading, PA","Berks","Reading"
"City","Reform","AL",15.1534850706577,"Tuscaloosa, AL","Pickens","Reform"
"City","Reiffton","PA",2.37805545749679,"Reading, PA","Berks","Reiffton"
"City","Rensselaer","IN",1.90583801814344,"Chicago, IN","Jasper","Rensselaer"
"City","Reston","VA",0.784246984433418,"Washington, VA","Fairfax","Reston"
"City","Richfield","MN",3.89184463939952,"Minneapolis-St Paul, MN","Hennepin","Richfield"
"City","Richmond","VA",3.65029179997236,"Richmond, VA","Richmond City","Richmond"
"City","Rincon","GA",2.16639244360487,"Savannah, GA","Effingham","Rincon"
"City","Ripon","WI",3.18171016971947,"Fond du Lac, WI","Fond du Lac","Ripon"
"City","River Vale","NJ",2.26480339302241,"New York, NJ","Bergen","River Vale"
"City","Riverdale","GA",4.13159522217705,"Atlanta, GA","Clayton","Riverdale"
"City","Riverdale","IL",1.66558995964948,"Chicago, IL","Cook","Riverdale"
"City","Riverdale","UT",3.45232306457846,"Ogden, UT","Weber","Riverdale"
"City","Riverton","NJ",1.82413713513828,"Philadelphia, NJ","Burlington","Riverton"
"City","Riverview","FL",2.48720255852883,"Tampa, FL","Hillsborough","Riverview"
"City","Riviera Beach","FL",0.979856532678442,"Miami-Fort Lauderdale, FL","Palm Beach","Riviera Beach"
"City","Roanoke","VA",2.69815656365756,"Roanoke, VA","Roanoke City","Roanoke"
"City","Rockland","MA",2.99100859554785,"Boston, MA","Plymouth","Rockland"
"City","Rocklin","CA",4.23650216305725,"Sacramento, CA","Placer","Rocklin"
"City","Rodeo","CA",0.914347145468873,"San Francisco, CA","Contra Costa","Rodeo"
"City","Rohnert Park","CA",0.490156377563973,"Santa Rosa, CA","Sonoma","Rohnert Park"
"City","Roland","AR",3.1910192583401,"Little Rock, AR","Pulaski","Roland"
"City","Rolling Hills","CA",1.19064517468333,"Los Angeles-Long Beach-Anaheim, CA","Los Angeles","Rolling Hills"
"City","Rollinsford","NH",4.07710874843532,"Boston, NH","Strafford","Rollinsford"
"City","Rosemount","MN",3.05703073340476,"Minneapolis-St Paul, MN","Dakota","Rosemount"
"City","Roslyn Heights","NY",3.11276430739545,"New York, NY","Nassau","Roslyn Heights"
"City","Ross","CA",-0.202924017862895,"San Francisco, CA","Marin","Ross"
"City","Rotonda West","FL",3.16974770058192,"Punta Gorda, FL","Charlotte","Rotonda West"
"City","Royal","AR",3.60851983377835,"Hot Springs, AR","Garland","Royal"
"City","Royal Oak","MI",3.30617165731848,"Detroit, MI","Oakland","Royal Oak"
"City","Royal Palm Beach","FL",0.0729646870291169,"Miami-Fort Lauderdale, FL","Palm Beach","Royal Palm Beach"
"City","Rush Springs","OK",2.75998162430566,"Oklahoma City, OK","Grady","Rush Springs"
"City","Sachse","TX",4.42693976873603,"Dallas-Fort Worth, TX","Dallas","Sachse"
"City","Saddle Brook","NJ",3.99217976767522,"New York, NJ","Bergen","Saddle Brook"
"City","Saint Anne","IL",2.55983340366725,"Kankakee, IL","Kankakee","Saint Anne"
"City","Saint Clair Shores","MI",3.27358701450273,"Detroit, MI","Macomb","Saint Clair Shores"
"City","Saint Louis","MO",2.95400648462889,"St. Louis, MO","Saint Louis City","Saint Louis"
"City","Saint Louis Park","MN",3.33022667757322,"Minneapolis-St Paul, MN","Hennepin","Saint Louis Park"
"City","Salem","UT",3.5096247684821,"Provo, UT","Utah","Salem"
"City","Salt Lake City","UT",3.89772381543644,"Salt Lake City, UT","Salt Lake","Salt Lake City"
"City","San Carlos","CA",-0.501970130024857,"San Francisco, CA","San Mateo","San Carlos"
"City","San Jacinto","CA",4.16233666168557,"Riverside, CA","Riverside","San Jacinto"
"City","San Juan Bautista","CA",1.28884388024028,"San Jose, CA","San Benito","San Juan Bautista"
"City","San Luis Obispo","CA",1.86300835758757,"San Luis Obispo, CA","San Luis Obispo","San Luis Obispo"
"City","Sand Lake","MI",3.56229381059132,"Grand Rapids, MI","Kent","Sand Lake"
"City","Sandy","UT",2.86706395269686,"Salt Lake City, UT","Salt Lake","Sandy"
"City","Santa Clara","UT",1.76732250799084,"St. George, UT","Washington","Santa Clara"
"City","Santee","CA",0.855628507933463,"San Diego, CA","San Diego","Santee"
"City","Schroeppel","NY",1.48756360163098,"Syracuse, NY","Oswego","Schroeppel"
"City","Scriba","NY",1.0697439774981,"Syracuse, NY","Oswego","Scriba"
"City","Sedona","AZ",-0.578145019503649,"Prescott, AZ","Yavapai","Sedona"
"City","Selah","WA",5.94039202912338,"Yakima, WA","Yakima","Selah"
"City","Selden","NY",3.67611581727643,"New York, NY","Suffolk","Selden"
"City","Sellersburg","IN",3.16195924770965,"Louisville/Jefferson County, IN","Clark","Sellersburg"
"City","Severance","CO",2.56871652059034,"Greeley, CO","Weld","Severance"
"City","Sewickley","PA",2.92224583784918,"Pittsburgh, PA","Allegheny","Sewickley"
"City","Shady Hills","FL",4.24930558477047,"Tampa, FL","Pasco","Shady Hills"
"City","Shafter","CA",2.72417635795725,"Bakersfield, CA","Kern","Shafter"
"City","Sharpsburg","GA",3.59323136938984,"Atlanta, GA","Coweta","Sharpsburg"
"City","Shaver Lake","CA",3.33576211481601,"Fresno, CA","Fresno","Shaver Lake"
"City","Shawnee","KS",3.02373696960832,"Kansas City, KS","Johnson","Shawnee"
"City","Sheffield Lake","OH",1.62678070254463,"Cleveland, OH","Lorain","Sheffield Lake"
"City","Shelton","CT",1.83375981069017,"Stamford, CT","Fairfield","Shelton"
"City","Sherwood","OR",2.50005465414959,"Portland, OR","Washington","Sherwood"
"City","Sidney","MI",2.86637412260033,"Grand Rapids, MI","Montcalm","Sidney"
"City","Silver Spring","MD",1.23993958318406,"Washington, MD","Montgomery","Silver Spring"
"City","Slatington","PA",2.03244461610766,"Allentown, PA","Lehigh","Slatington"
"City","Snoqualmie","WA",4.93720024019315,"Seattle, WA","King","Snoqualmie"
"City","Sodus Point","NY",5.65340978291766,"Rochester, NY","Wayne","Sodus Point"
"City","Solebury","PA",2.02212911832565,"Philadelphia, PA","Bucks","Solebury"
"City","Solvay","NY",1.85696964969657,"Syracuse, NY","Onondaga","Solvay"
"City","South Hill","WA",4.29481176591047,"Seattle, WA","Pierce","South Hill"
"City","South Huntington","NY",4.20795500758014,"New York, NY","Suffolk","South Huntington"
"City","South Miami","FL",0.491062989685776,"Miami-Fort Lauderdale, FL","Miami-Dade","South Miami"
"City","South Russell","OH",1.51716489094636,"Cleveland, OH","Geauga","South Russell"
"City","South Windham","CT",2.58011554931571,"Worcester, CT","Windham","South Windham"
"City","Southington","OH",1.74720544224728,"Youngstown, OH","Trumbull","Southington"
"City","Spartanburg","SC",3.90035598226639,"Spartanburg, SC","Spartanburg","Spartanburg"
"City","Sprague","CT",1.74785211922306,"New London, CT","New London","Sprague"
"City","Spring Branch","TX",2.44561873730698,"San Antonio, TX","Comal","Spring Branch"
"City","Spring Hill","TN",2.59852204349526,"Nashville, TN","Maury","Spring Hill"
